name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
In Search Of You,18-07-2024,15514,07.39,87038.0,3.4585829884120223,88,Indie,Celestial Star Studios,Celestial Star Studios,2963510
Ruff Ghanor,22-02-2024,5403,20.39,86902.0,11.912707709973718,94,Indie,"DX Gameworks,Magalu Games,Nonsense Creations",DX Gameworks,2087460
Duelists of Eden,07-03-2024,19473,05.39,86829.0,8.882961916395775,97,Indie,Thomas Moon Kang,Thomas Moon Kang,1664200
Snow Plowing Simulator,19-06-2024,6527,16.39,86660.0,4.197274212794315,77,AA,"PlayWay S.A.,FreeMind S.A.",FreeMind S.A.,2096030
Kingdom of Atham: Crown of the Champions,12-01-2024,6744,14.39,86608.0,44.76252961271749,80,Indie,Sofa Mauve Studio Inc.,Sofa Mauve Studio Inc.,1676380
Vertical Kingdom,15-04-2024,5365,20.39,86377.0,6.502037502275212,83,Indie,indie.io,Farlight Games Industry,1902870
Super Dark Deception,12-07-2024,5783,18.39,86169.0,6.475525689015737,67,Indie,Glowstick Entertainment,Glowstick Entertainment,2193720
The Shell Part II: Purgatorio,18-04-2024,4718,25.39.00,85885.0,13.636618858867438,98,Indie,Shiravune,Innocent Grey,2712550
Idol Party,15-08-2024,9890,0.0,85835.0,18.90040585677796,76,Indie,LONGYOU TECHNOLOGY PTE.LTD.,LONGYOU TECHNOLOGY PTE.LTD.,2955300
Mushoku Tensei: Jobless Reincarnation Quest of Memories,19-06-2024,2106,45.39.00,85274.0,6.605504766683781,66,Indie,Bushiroad Inc.,LANCARSE Ltd.,2459420
Fantasy Amusement Park II,31-05-2024,17496,06.39,85154.0,2.3864536642295358,73,Indie,Shark Shark Game,Cat Paw Game,2619510
LustyVerse: Passion on Display,22-03-2024,14551,07.39,85060.0,7.235261775450229,76,Indie,Inceton games,Inceton games,2328740
Mini Settlers,08-08-2024,10001,10.39,84846.0,7.611946295559626,95,Indie,"Goblinz Publishing,IndieArk",Knight Owl Games,2521630
MY DESTINY GIRLS,28-03-2024,10132,10.39,84708.0,10.631953086248698,88,Indie,EpicDream Games,EpicDream Games,2766860
SEX Campus🔞,02-03-2024,13345,10.39,84104.0,1.400893717921749,70,Indie,Romantic Room,Romantic Room,2833810
Working Sakuya,28-03-2024,21999,07.39,83942.0,0.6717445513282418,96,Indie,ぬるぬる坊主,ぬるぬる坊主,2861150
Pet Shop Simulator,21-06-2024,7221,15.39,83875.0,6.252576189914551,76,Indie,"Games Incubator,PlayWay S.A.",Games Incubator,2401680
Shadow of the Ninja - Reborn,29-08-2024,5173,20.39,83756.0,4.068742919986549,0,Indie,"NatsumeAtari,Edigger,United Games Entertainment GmbH",NatsumeAtari,2543760
Mortal Glory 2,04-03-2024,9779,12.39,83727.0,11.982830998870288,89,Indie,Redbeak Games,Redbeak Games,2216660
Hot Therapy,24-03-2024,7024,15.39,83552.0,1.805488022420824,74,Indie,YummySoft,YummySoft,2360260
Distant Bloom,27-03-2024,5937,20.39,82715.0,6.030660089252949,84,Indie,Kinda Brave,Ember Trail,1450250
Misha's incident,21-01-2024,9393,10.39,82653.0,3.379960284632395,86,Indie,Zetlaff,Zetlaff,2723520
"Sex and the Furry Titty 3: Come Inside, Sweety",16-05-2024,10393,10.39,81316.0,4.081956048561926,91,Indie,Furlough Games PBS,Furlough Games,2221840
Terra Memoria,27-03-2024,5444,20.39,80472.0,7.421489669857486,87,Indie,Dear Villagers,La Moutarde,1912750
Hole Dweller,19-01-2024,11170,08.39,80323.0,8.243305573081305,98,Indie,"Thigh High Games,Shady Corner Games",Thigh High Games,2293850
Girls of The Tower,23-02-2024,19531,07.39,80184.0,11.944999317231185,89,Indie,OKJOY,Robo Cat,2688680
"Everlasting Flowers - Where there is a will, there is a way",28-08-2024,2966,30.39.00,80055.0,5.093116591993197,86,Indie,RIGHTWAY,"sprite,flowers.studio",2795270
Let's take a bath with Purin 2,11-07-2024,6829,18.39,79862.0,1.285001362466089,79,Indie,Parabolica Games,Parabolica Games,2973500
Step-Sister's Pussy 🔞,04-05-2024,11885,10.39,79636.0,1.359626699786155,66,Indie,Lust Desires 🖤,Lust Desires 🖤,2889280
DEVIATOR,01-08-2024,13896,07.39,79632.0,4.154207295492834,72,AA,SapStaR Games,Gami Studio,2620730
Berserk Boy,06-03-2024,5193,20.0,79600.0,4.544247462000582,94,Indie,BerserkBoy Games,BerserkBoy Games,1561340
Sinners Landing,21-03-2024,6625,15.39,79552.0,6.418405065171533,92,Indie,Flexible Media,Flexible Media,1816140
Klaroro - Abyss of the Soul,24-06-2024,13771,07.39,79363.0,1.154620119000862,81,Indie,"Mango Party,Mango Party News",Ccryu,2822010
Tortuga - A Pirate's Tale,13-02-2024,3832,25.39.00,79354.0,14.996518560571472,61,AA,Kalypso Media,Gaming Minds Studios,1604250
Go Mecha Ball,25-01-2024,5660,20.39,78981.0,5.399627908579028,94,Indie,Super Rare Originals,Whale Peak Games,2008510
Little Lives,08-03-2024,8703,13.39,78886.0,9.53390087677779,85,Indie,Houndstooth Games,Houndstooth Games,1505560
Taora : Survival,23-05-2024,6923,14.39,78871.0,5.789378879025474,72,Indie,"Tulpar Games,TheGamesFortress",Tulpar Games,2165470
Vampire Therapist,18-07-2024,5819,15.39,78504.0,5.388496619369406,98,Indie,Little Bat Games,Little Bat Games,2481020
Dustborn,20-08-2024,2896,30.39.00,78165.0,6.593134644087161,70,Indie,Spotlight by Quantic Dream,Red Thread Games,721180
Helskate,15-02-2024,4029,25.39.00,78067.0,3.456231082834484,85,Indie,Phantom Coast,Phantom Coast,1295630
BioGun,31-07-2024,5251,20.39,78048.0,12.534388822459311,93,Indie,Ravenage Games,Dapper Dog Digital,1219240
Древние Русы,26-07-2024,10257,13.39,77800.0,4.513675478999976,98,Indie,Honor Games,Honor Games,2669860
My Special Summer Vacation 2,27-06-2024,6712,15.39,77507.0,3.3273859507086305,75,Indie,Kagura Games,P.+,2923560
My Lovely Empress,20-08-2024,5046,20.39,77493.0,5.005057844039444,87,Indie,Neon Doctrine,"GameChanger Studio,Neon Doctrine",2052990
RollScape,22-05-2024,13298,07.39,76991.0,3.6407021344310766,85,Indie,Leonardo the Vinchy,Leonardo the Vinchy,2904290
AsHes,23-06-2024,4181,25.39.00,76979.0,7.838338003454954,65,Indie,Yanmo Games,Yanmo Games,2455040
World War Armies,02-05-2024,16595,0.0,76971.0,21.36603364534045,55,Indie,"Hypemasters, Inc.","Hypemasters, Inc.",2438160
Hero Tale,28-03-2024,17823,05.39,76628.0,77.4947975197993,70,Indie,Weird Johnny Studio,Weird Johnny Studio,2513240
HAREM！RANCH LIFE,23-08-2024,5238,18.39,76619.0,3.634375724102398,72,Indie,072 Project,GNT BOKUJO,2420240
Feather Party,03-05-2024,17907,05.39,76256.0,2.578855667114769,90,Indie,Teneke Kafalar Spotlight,threeW,2300230
Family Breeding,04-05-2024,9451,10.39,75575.0,2.2619202418359845,81,Indie,Whiteleaf Studio,Whiteleaf Studio,2853840
CLICKOLDING,16-07-2024,30448,03.39,75559.0,0.9591748044351496,87,Indie,"Strange Scaffold,Outersloth",Strange Scaffold,3011440
Rugby 25,28-06-2024,2783,30.39.00,75115.0,4.477776737220209,31,AA,Nacon,Big Ant Studios,2340870
Retail Company Simulator,06-08-2024,7846,12.39,74807.0,14.429833855747482,95,Indie,Business Tycoon,Business Tycoon,3089130
MADiSON VR,02-05-2024,2659,35.39.00,74572.0,3.281796387051666,80,Indie,BLOODIOUS GAMES,BLOODIOUS GAMES,2414550
Movies Tycoon,15-07-2024,2928,30.39.00,74220.0,7.186581816469715,71,Indie,PixelCraze s.r.o.,PixelCraze s.r.o.,2659050
Absolute Fear -AOONI- / 最恐 -青鬼-,25-04-2024,10121,10.39,74140.0,3.0040921096982327,46,Indie,"LiTMUS Co., Ltd.","LiTMUS Co., Ltd.",2889120
JOY OF PROGRAMMING - Software Engineering Simulator,30-01-2024,5061,18.39,73977.0,8.240086829646355,86,AA,PlayWay S.A.,Prof. Scherer,2216770
Love Sucks: Night Two,26-04-2024,8567,10.39,73926.0,7.128949548171759,0,Indie,Critical Bliss,Art Witch Studios,1719310
Combat Mission: Final Blitzkrieg,25-01-2024,2318,60.39.00,73845.0,28.69510089927749,91,AA,Slitherine Ltd.,Battlefront,2676000
CUCKOLD'S GYM,29-02-2024,10845,10.39,73725.0,1.1268257494695315,52,Indie,GeoCuck Group,GeoCuck Group,2757250
Death From Above,22-02-2024,9370,10.39,73720.0,2.636919618604075,96,Indie,Lesser Evil,Rockodile,2300160
Hot Office: Sex Story 🔞,17-02-2024,11261,10.39,73563.0,1.6649434272010375,74,Indie,Romantic Room,Romantic Room,2727440
Cartel Simulator,06-01-2024,8484,11.39,73464.0,6.277972444255539,69,Indie,ITK,ITK,2536490
My Demonic Romance,01-05-2024,4332,20.39,73449.0,3.198792096558785,80,Indie,Andrealphus Games,Andrealphus Games,2370140
Natsu-Mon: 20th Century Summer Kid,26-06-2024,2115,40.39.00,73248.0,5.826172175775137,100,AA,"Spike Chunsoft Co., Ltd.","TOYBOX Inc.,Millennium Kitchen Co., Ltd.",2839280
Bewitching Sinners,02-05-2024,4546,18.39,73029.0,10.358212773282307,98,Indie,Miss Xero,Miss Xero,2615670
Logiart Grimoire,15-03-2024,5375,20.39,73024.0,24.275998793839463,97,Indie,Jupiter Corporation,Jupiter Corporation,2492390
Fatermyth,23-04-2024,8947,10.39,72746.0,7.219293184789795,84,Indie,Merlion Games,KDream,2530420
NejicomiSimulator TMA02 - My Own Dedicated Weak Pussy Cow Vtuber's Confinement and Training! Choke-Clamping Deep-Digging RIP to her Life Masochistic-Orgasm!- (cheeky big boob faphole understood her position),23-05-2024,3616,25.39.00,72642.0,15.223036272162016,86,Indie,"やぶから堂,LewdLoco","やぶから堂,たまぷろじぇくと",2432040
Forgotten Seas,07-06-2024,3482,25.39.00,72549.0,23.006322622831195,83,Indie,indie.io,Pangea Game Studios,2168260
Malware,31-07-2024,32488,03.39,72453.0,1.863085353681632,88,Indie,Odd Games,Odd Games,3019370
REAL ESTATE Simulator - FROM BUM TO MILLIONAIRE,22-03-2024,7849,13.39,72346.0,3.020761271053206,51,Indie,Midnight Games,Geekon,2738900
SCHiM,18-07-2024,5057,25.39.00,72271.0,2.506968572426479,77,Indie,"Extra Nice,PLAYISM","Ewoud van der Werf,Nils Slijkerman",1519710
KRITIKA: ZERO,18-07-2024,5464,0.0,72154.0,22.60248534969474,50,Indie,株式会社G・O・P,VALOFE,3007020
Twilight Survivors,01-04-2024,29195,03.39,72149.0,10.15643345075452,89,Indie,DORIDORI STUDIO,DORIDORI STUDIO,2788310
LakeSide,25-03-2024,6710,15.39,72013.0,3.0665883078991616,68,Indie,Massive Galaxy Studios,Massive Galaxy Studios,1552220
Sam & Max: The Devil's Playhouse,14-08-2024,4373,20.39,71874.0,8.406782251050108,99,Indie,Skunkape Games,Skunkape Games,2648050
Paradise,26-04-2024,4217,20.39,71794.0,11.744831290303976,97,Indie,JAST BLUE,Pil/Slash,2708210
Project Unknown,12-07-2024,8767,10.39,71342.0,2.970398153906548,89,Indie,Nightmare Studios,PsychoRavens,2115390
Xiangsheng Simulator,04-02-2024,50829,03.39,71247.0,2.025891516718508,77,Indie,Wave Ecstacy,Wave Ecstacy,2734310
Train Valley World,09-08-2024,4824,20.39,70779.0,7.712589160171384,72,AA,tinyBuild,Flazm,2244470
Ereban: Shadow Legacy,10-04-2024,3596,25.39.00,70723.0,6.029381243393642,89,Indie,Baby Robot Games,Baby Robot Games,1671360
Fida Puti Samurai,21-03-2024,7866,12.39,70667.0,9.32968195468886,95,Indie,Zanardi and Liza,Zanardi and Liza,1534340
Strategic Command WWII: War in the Pacific,18-07-2024,1963,40.39.00,70650.0,21.26686666979131,92,AA,Slitherine Ltd.,Fury Software,2740080
Iragon 18+,14-02-2024,3729,30.39.00,70561.0,2.663141477314257,40,Indie,SZH,Repulse,1097480
Crab God,20-06-2024,4297,20.39,70526.0,6.670332094268608,88,Indie,Firesquid,Chaos Theory Games,2289390
Multiplayer Platform Golf,29-02-2024,15702,05.39,70517.0,3.0495567217758395,92,Indie,Robot Assembly,Robot Assembly,2263920
MACHI KORO With Everyone,04-07-2024,3439,25.39.00,70380.0,4.566587558857733,60,Indie,Grounding Inc.,Grounding Inc.,1969860
Eden Island,26-07-2024,9646,15.39,70247.0,7.442286413116884,63,Indie,Moon Studio,Moon Studio,1974220
Handsome Me with 100 Girlfriends!,11-04-2024,8623,10.39,70215.0,2.3062527099058565,57,Indie,Day Day Up！,philosophy♂,2761510
Aooni,25-07-2024,11885,10.39,70127.0,2.6583768987342653,72,Indie,Game Studio Inc.,Game Studio Inc.,2934190
Kingsvein,16-01-2024,4273,20.39,70094.0,14.403321173774703,0,Indie,Rad Codex,Rad Codex,2276830
Genome Guardian,07-05-2024,9474,12.39,69687.0,16.541265837868423,95,Indie,Alpherior,Alpherior,2891310
X Invader,12-08-2024,18675,05.39,69616.0,9.398892187788531,80,Indie,ALLAF GAMES,ALLAF GAMES,2090760
Doom Sweeper,08-06-2024,20562,05.39,69495.0,11.423323279224366,77,Indie,Paper Dog,Paper Dog,2162680
Dungeon Vixens: A Tale of Temptation,08-04-2024,13651,06.39,68967.0,1.844034003991569,78,Indie,Shady Corner Games,Dualarcade,2710970
I Wanna Fuck my Mom's Best Friend,09-08-2024,6151,15.39,68584.0,1.3084968640711163,74,Indie,Cherry Kiss Games,Orcsoft,3067200
Farewell North,16-08-2024,3905,24.39.00,68091.0,4.12583984340029,99,Indie,Mooneye Studios,Kyle Banks,1432850
Fetish Room 18+,27-04-2024,8056,15.39,68004.0,1.334230232142228,58,Indie,Octo Games,Octo Games,2487120
エルミナージュORIGINAL ～闇の巫女と神々の指輪～,23-05-2024,5917,17.39,67981.0,27.00954354139559,78,Indie,mebius.,"mebius.,Anura Bless,STARFISH SD",2392310
Toy Shire,26-08-2024,8399,10.39,67956.0,2.655938235656375,99,Indie,Catoptric Games,Bluespy Studios,2361460
Doll Impostor,28-03-2024,13779,07.39,67755.0,4.768041120328671,97,Indie,HeadArrow,HeadArrow,2882870
Fog of War: Book One,09-06-2024,7273,12.39,67732.0,4.063814895352941,84,Indie,Story Machine Studios,Story Machine Studios,2676180
Tallowmere 2: Curse of the Kittens,19-02-2024,11885,10.39,67713.0,18.52500735091892,83,Indie,"Chris McFarland,Lightning Games",Chris McFarland,655740
HEARTSHOT,03-03-2024,5258,15.39,67643.0,1.2470111412929836,71,Indie,Meadow Studios,Meadow Studios,2702700
Special Operations Unit - SIGNAL FORCES,21-03-2024,9145,09.39,67599.0,2.590459109546948,85,Indie,Mango Party,ankoku marimokan,2311820
Let's Minesweeper,24-07-2024,16670,05.39,67473.0,6.178763103995366,81,Indie,SUNJOY GAME,SUNJOY GAME,2865580
Mech Builder,16-07-2024,8717,10.39,67468.0,4.219712973890713,75,Indie,Don Pachi,Don Pachi,2870420
Renaissance Kingdom Wars,15-07-2024,3341,25.39.00,67386.0,2.357913601093543,76,Indie,indie.io,Reverie World Studios,2533020
The Symbiant Re:Union,29-01-2024,5451,15.39,67132.0,2.464026613811756,93,Indie,HeartCoreDev,HeartCoreDev,2355140
Imperial Lovers,07-06-2024,6059,15.39,66935.0,3.663082169554396,86,Indie,Pink Pixel Games,LAPLACE,2821040
撩妹模拟器：渣男的秘密,17-05-2024,11788,07.39,66927.0,1.858554104518518,82,Indie,DeerRiver,DeerRiver,2719190
Dog Brew,30-04-2024,24238,3.5,66829.0,2.364138281649029,98,Indie,"Yuliy Oneshko,S-Grade","Yuliy Oneshko,S-Grade",2883280
Royal Order,29-03-2024,2632,30.39.00,66782.0,11.646453886154193,93,Indie,Nifty Productions,Nifty Visuals,1749010
Magical Delicacy,16-07-2024,3192,25.39.00,66573.0,9.902069553189165,75,Indie,Whitethorn Games,Skaule,2231190
The Cub,19-01-2024,7919,15.39,66322.0,2.1002879833095163,87,Indie,"Untold Tales,Gamersky Games",Demagog Studio,1941410
Time Treker,09-07-2024,11364,07.39,66300.0,5.857565393934813,78,Indie,"Leyo Games,2P Games",Fuse Game,2776500
Hoofobia,23-02-2024,9279,10.39,66052.0,2.208382853909323,72,Indie,Deathyell Games,Deathyell Games,2467300
CYGNI: All Guns Blazing,05-08-2024,2604,30.39.00,66026.0,4.2482896928941605,62,AA,KONAMI,KeelWorks,1248080
Rebel Transmute,11-03-2024,4028,20.39,65739.0,8.735269357373568,79,Indie,JanduSoft,Evan Tor Games,1191660
Dungeons of Blood and Dream,27-05-2024,4567,16.39,65723.0,6.0147787122403,96,Indie,Lori Vornoy,Lori Vornoy,2488590
Cafe Maid - Hentai Edition,22-02-2024,4316,20.39,65693.0,14.618248574677336,73,Indie,Woop Media,Sexy Hentai Games Factory,1586710
Monsters Domain,05-04-2024,5032,20.39,65271.0,4.161012638797963,44,Indie,"G-DEVS.com,CreativeForge Games",G-DEVS.com,1442450
Doki Doki AI Interrogation,24-05-2024,22562,03.49,65249.0,1.4546503626836578,82,Indie,YAMADA,YAMADA,2844700
Growtopia,07-03-2024,37131,0.0,65173.0,7.361271608839274,31,AAA,Ubisoft,Ubisoft Abu Dhabi,866020
Fuck You Witch,29-03-2024,8355,10.39,65063.0,0.9673952756904698,92,Indie,Beshbarmak games,Beshbarmak games,2736020
月藍傳奇REMAKE古文明之謎,11-02-2024,2607,20.39,65028.0,40.43827237929116,96,Indie,RMAsia,"天使蛋糕,攸藍,牙籤,黃金,咕咕咕,鎧特",2391680
CUM Queens 🔞💦,10-02-2024,10518,10.39,64931.0,1.5889476459175789,67,Indie,BanzaiProject,BanzaiProject,2711320
Mothers and Daughters,02-01-2024,7578,10.39,64494.0,4.364727003460155,67,Indie,Spin256,Spin256,2508400
Zero Division,11-07-2024,6099,13.39,64472.0,7.677055210096512,88,Indie,Astrolabe Games,Robot Cat Limited,2181950
LAPIDARY: Jewel Craft Simulator,25-03-2024,9702,08.39,64395.0,4.00446009890238,82,Indie,THINK & FEEL,THINK & FEEL,2539820
Preserve,08-08-2024,6779,12.49,64320.0,5.1397419833615166,95,Indie,Grindstone,Bitmap Galaxy,2109270
VoidBound,24-05-2024,3945,20.39,64291.0,4.450637928804644,93,Indie,Shady Corner Games,CursedAtelier,2500710
Witch and Lilies,23-05-2024,3338,25.39.00,64035.0,13.370290768841915,45,Indie,Stromatosoft Inc.,"Stromatosoft Inc.,株式会社タストα",2525810
挂姬恶魔 IDLE DEVILS,30-01-2024,23630,04.39,63683.0,76.24068923464054,80,Indie,"GOCORE,NPC Entertainment",GOCORE,2226700
Der Königsruf,05-05-2024,710,0.0,63264.0,26.27006411419708,57,Indie,Starlight Games,Starlight Games,2916840
TRADESMAN: Deal to Dealer,18-06-2024,23503,03.39,63246.0,10.285109683855875,0,Indie,AZAMATIKA,AZAMATIKA,2555430
Exotica: Petshop Simulator,06-02-2024,10381,13.39,63223.0,9.639862476774535,84,Indie,Konrul Game,Konrul Game,2138580
Kamaeru: A Frog Refuge,08-06-2024,3805,20.39,62891.0,5.384590955417545,88,Indie,Armor Games Studios,Humble Reeds,1978150
"YEAH! YOU WANT ""THOSE GAMES,"" RIGHT? SO HERE YOU GO! NOW, LET'S SEE YOU CLEAR THEM! 2",17-07-2024,6994,10.39,62883.0,1.7390408856523605,81,Indie,D3PUBLISHER,MONKEYCRAFT Co. Ltd.,2744230
The Quintessential Quintuplets - Five Memories Spent With You,23-05-2024,2155,35.39.00,62867.0,11.95180978697573,97,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,2507620
LurkBait Twitch Fishing,21-02-2024,9946,7.0,62659.0,97.5255994143152,97,Indie,BLAMCAM Interactive,BLAMCAM Interactive,2767520
Athenian Rhapsody,14-05-2024,5384,15.39,62520.0,7.173748703426827,91,Indie,"Top Hat Studios, Inc.",Nico Papalia,1671720
Astro Looter: Survivor,15-07-2024,9505,07.39,62500.0,1.4977793859228246,80,Indie,Soda Game Studio,Soda Game Studio,2871930
Writer's Rush,22-01-2024,12123,06.39,62445.0,2.289644395339992,0,Indie,Frogstorm,Frogstorm,2745800
Incremental Factory,29-01-2024,8945,09.39,62413.0,18.361914687260576,76,Indie,Significant Steak,Significant Steak,2449430
Frogmonster,02-04-2024,3920,20.39,62346.0,7.469643702002446,0,Indie,Ben Jungwirth,Ben Jungwirth,1853760
Space for Sale,30-07-2024,4309,20.39,62334.0,2.571875686202304,62,Indie,Mirage Game Studios,Mirage Game Studios,1624060
Bloody Heaven 2,11-05-2024,15453,05.39,62317.0,2.607953214827291,87,Indie,ShaneGame,ShaneGame,2816940
Wishful Journey:Love Across Time,24-04-2024,7540,10.39,62138.0,4.065350388485396,91,Indie,Hillhouse Holdings Limited,Hillhouse Holdings Limited,2867510
Transpile Girl Rescue Operation!,29-02-2024,9467,08.39,62059.0,2.067723377769677,81,Indie,"Mango Party,Mango Party News",Backflip WildCAT,2613010
Charming Hearts,13-06-2024,8239,10.39,61946.0,6.750066937296435,88,Indie,坤舆科技,"坤舆科技,一冉影视",2817140
Mad World  - Age of Darkness - MMORPG,25-01-2024,16540,0.0,61737.0,19.2830024831735,46,Indie,Jandisoft,Jandisoft,771580
Just Crow Things,15-08-2024,3701,20.39,61496.0,3.30811829010812,96,Indie,Unbound Creations,Unbound Creations,2537920
College Bowl,20-06-2024,3168,25.39.00,61396.0,18.181356254688936,90,Indie,Super Pixel Games,Super Pixel Games,1226160
The Emperor and State,26-07-2024,5274,15.39,61289.0,11.86235961578673,55,Indie,Hawthorn Games,涂途,2716930
Ants Took My Eyeball,19-04-2024,4411,17.39,61223.0,9.037092241039142,93,Indie,Bosmic Forge,Bosmic Forge,1627890
Zoo Simulator,26-07-2024,3737,20.39,61087.0,3.273604542454089,79,Indie,"Games Incubator,PlayWay S.A.",Games Incubator,2129220
Lagoon Lounge 2 : The Secret Roommate,26-01-2024,5279,14.39,61068.0,3.1306831969792213,99,Indie,KAIJYU-09,KAIJYU-09,2754340
失乐星图Nornium,09-08-2024,67552,0.0,60846.0,2.1780584672619385,15,Indie,Flaring Cloister,Flaring Cloister,2877160
Firefighter Connor,30-04-2024,8216,09.39,60731.0,2.242095780909892,94,Indie,XSSPACE,XSSPACE,2384920
STEPMOM: Milf Scandal 💖,06-04-2024,8747,10.39,60707.0,1.6881789681934547,74,Indie,Lust Desires 🖤,Lust Desires 🖤,2879480
Fossilfuel 2,19-02-2024,3536,20.39,60574.0,3.4051538698366484,83,Indie,DangerousBob Studio LLC,DangerousBob Studio LLC,2299660
Grim Realms,16-03-2024,7912,15.39,60485.0,22.210241119918717,81,Indie,Edym Pixels,Edym Pixels,1522280
Dragon Island,11-03-2024,4540,16.39,60119.0,5.27832271072752,49,Indie,Kulplant,Kulplant,1554470
Vendir: Plague of Lies,30-05-2024,5394,15.39,60002.0,7.874389589473117,77,Indie,Early Morning Studio,Early Morning Studio,1478850
TFC: The Fertile Crescent,13-06-2024,6084,15.39,59978.0,9.141889553317936,93,Indie,Wield Interactive,Wield Interactive,1674820
Quest Master,29-05-2024,3682,20.39,59887.0,14.166458476302155,98,Indie,Apogee Entertainment,"Julian Creutz,Skydevilpalm",2094070
The Quintessential Quintuplets - Memories of a Quintessential Summer,23-05-2024,2062,35.39.00,59790.0,6.669112171149566,94,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,2507610
Venture to the Vile,21-05-2024,2933,25.39.00,59625.0,8.214971200602747,75,Indie,Aniplex Inc.,Studio Cut to Bits,2153750
Victory at Sea Atlantic - World War II Naval Warfare,05-04-2024,1822,40.39.00,59473.0,6.743969006148069,65,Indie,Evil Twin Artworks,Evil Twin Artworks,1674830
The World's Egg - For Those Who Dream,29-03-2024,6239,13.39,59464.0,3.5879581457102465,84,Indie,Kagura Games,Hasoyua,2614670
Lunar's Chosen - Episode 2,28-03-2024,5851,12.39,59390.0,2.801292567449313,72,Indie,PTGames,PTGames,2697200
Be My Horde,18-06-2024,13942,05.39,59326.0,4.340932988101288,88,Indie,Polished Games,Polished Games,2499520
King of the Bridge,08-03-2024,21749,03.39,59016.0,2.2387116478207623,96,Indie,Finn Schuuring,Finn Schuuring,2523120
Inkbound,09-04-2024,156820,30.39.00,3139302.0,29.459680253104807,91,Indie,Shiny Shoe,Shiny Shoe,1062810
Sky: Children of the Light,10-04-2024,529290,0.0,3087626.0,30.47269156154372,84,Indie,thatgamecompany,thatgamecompany,2325290
古龙风云录,01-02-2024,158807,30.39.00,3080764.0,21.370174186118447,60,Indie,心火游戏,香港商河洛互動娛樂股份有限公司,2340650
HELLCARD,01-02-2024,208084,25.39.00,3008517.0,15.293875870297132,85,Indie,"Skystone Games,Surefire.Games",Thing Trunk,1201540
ASKA,20-06-2024,147273,25.39.00,2986028.0,30.71361641191253,79,Indie,Thunderful Publishing,Sand Sailor Studio,1898300
SMITE 2,27-08-2024,110462,30.39.00,2981479.0,8.86584602378419,56,AA,Hi-Rez Studios,Titan Forge Games,2437170
Legendary Tales,08-02-2024,88603,55.39.00,2934588.0,7.76449813405446,79,Indie,Urban Wolf Games Inc.,Urban Wolf Games Inc.,1465070
Visions of Mana,29-08-2024,52728,60.39.00,2846837.0,12.066746016802458,86,AA,Square Enix,Square Enix,2490990
Summer Clover,26-06-2024,181429,18.39,2827661.0,8.280402546996685,99,Indie,"Mango Party,Mango Party News",Connection,2458860
Rabbit and Steel,09-05-2024,213267,15.39,2771018.0,14.014176071536836,97,Indie,mino_dev,mino_dev,2132850
Drug Dealer Simulator 2,20-06-2024,131611,25.39.00,2766205.0,25.364534425604138,73,Indie,Movie Games S.A.,Byterunners,1708850
Expeditions: A MudRunner Game,05-03-2024,75673,40.39.00,2739562.0,17.571686825136506,55,AA,Focus Entertainment,Saber Interactive,2477340
Millennia,26-03-2024,77085,40.39.00,2689142.0,49.30417037222121,68,AAA,Paradox Interactive,C Prompt Games,1268590
The Lost Village,07-04-2024,312901,12.39,2686565.0,5.463333333333334,0,Indie,FunYoo Games,FunYoo Games,1963040
Stolen Realm,08-03-2024,181670,20.39,2678385.0,21.723225997502364,88,Indie,Burst2Flame Entertainment,Burst2Flame Entertainment,1330000
Lost Castle 2,24-07-2024,211121,15.39,2657104.0,12.847294015384946,0,Indie,Hunter Studio,Hunter Studio,2445690
Mad Island,23-05-2024,155931,20.39,2639042.0,20.123733557370457,94,Indie,EmadePlus,EmadePlus,2739590
吞食天地2：誕生Reborn,16-02-2024,28202,0.0,2562503.7123580766,239.43979712743936,42,Indie,Chinesegamer,Chinesegamer,2396910
Still Wakes the Deep,18-06-2024,90219,35.39.00,2562417.0,3.234570533404696,90,Indie,Secret Mode,The Chinese Room,1622910
下一站江湖Ⅱ,17-04-2024,136951,25.39.00,2547970.0,18.75933270283221,72,Indie,白玉京工作室,白玉京工作室,1606180
Murders on the Yangtze River,30-01-2024,262661,15.39,2512969.0,8.649804472983394,98,Indie,"OMEGAMES STUDIO,NPC Entertainment",OMEGAMES STUDIO,1746030
FOUNDRY,02-05-2024,97098,30.39.00,2465573.0,32.351466509154854,84,AAA,Paradox Interactive,Channel 3 Entertainment,983870
ASTRA: Knights of Veda,01-04-2024,168093,0.0,2460116.0,50.12468120096058,42,Indie,HYBE IM,FLINT,2484250
Pax Dei,18-06-2024,68881,40.39.00,2451023.0,69.21122935169132,74,Indie,"Mainframe Industries,New Tales",Mainframe Industries,1995520
CarX Street,29-08-2024,136133,20.39,2449168.0,7.853044831749314,60,Indie,"CarX Technologies, LLC","CarX Technologies, LLC",1114150
Cultivation Tales,17-04-2024,201079,20.39,2443731.0,60.02369541089477,37,Indie,Ac Games,Ac Games,1504570
New Cycle,18-01-2024,106400,30.39.00,2442964.0,10.627153230165622,80,AA,Daedalic Entertainment,Core Engage,2198510
